func,cwe
"void CWE127_Buffer_Underread__CWE839_fgets_64b_badSink(void * dataVoidPtr)
{
    /* cast void pointer to a pointer of the appropriate type */
    int * dataPtr = (int *)dataVoidPtr;
    /* dereference dataPtr into data */
    int data = (*dataPtr);
    {
        int buffer[10] = { 0 };
        /* POTENTIAL FLAW: Attempt to access a negative index of the array
         * This check does not check to see if the array index is negative */
        if (data < 10)
        {
            printIntLine(buffer[data]);
        }
        else
        {
            printLine(""ERROR: Array index is too big."");
        }
    }
}",CWE-127
"void CWE127_Buffer_Underread__CWE839_fgets_65b_badSink(int data)
{
    {
        int buffer[10] = { 0 };
        /* POTENTIAL FLAW: Attempt to access a negative index of the array
         * This check does not check to see if the array index is negative */
        if (data < 10)
        {
            printIntLine(buffer[data]);
        }
        else
        {
            printLine(""ERROR: Array index is too big."");
        }
    }
}",CWE-127
"void CWE127_Buffer_Underread__CWE839_fgets_66b_badSink(int dataArray[])
{
    /* copy data out of dataArray */
    int data = dataArray[2];
    {
        int buffer[10] = { 0 };
        /* POTENTIAL FLAW: Attempt to access a negative index of the array
         * This check does not check to see if the array index is negative */
        if (data < 10)
        {
            printIntLine(buffer[data]);
        }
        else
        {
            printLine(""ERROR: Array index is too big."");
        }
    }
}",CWE-127
"void CWE127_Buffer_Underread__CWE839_fgets_67b_badSink(CWE127_Buffer_Underread__CWE839_fgets_67_structType myStruct)
{
    int data = myStruct.structFirst;
    {
        int buffer[10] = { 0 };
        /* POTENTIAL FLAW: Attempt to access a negative index of the array
         * This check does not check to see if the array index is negative */
        if (data < 10)
        {
            printIntLine(buffer[data]);
        }
        else
        {
            printLine(""ERROR: Array index is too big."");
        }
    }
}",CWE-127
"void CWE127_Buffer_Underread__CWE839_fgets_68b_badSink()
{
    int data = CWE127_Buffer_Underread__CWE839_fgets_68_badData;
    {
        int buffer[10] = { 0 };
        /* POTENTIAL FLAW: Attempt to access a negative index of the array
         * This check does not check to see if the array index is negative */
        if (data < 10)
        {
            printIntLine(buffer[data]);
        }
        else
        {
            printLine(""ERROR: Array index is too big."");
        }
    }
}",CWE-127
"void CWE127_Buffer_Underread__CWE839_fscanf_22_badSink(int data)
{
    if(CWE127_Buffer_Underread__CWE839_fscanf_22_badGlobal)
    {
        {
            int buffer[10] = { 0 };
            /* POTENTIAL FLAW: Attempt to access a negative index of the array
             * This check does not check to see if the array index is negative */
            if (data < 10)
            {
                printIntLine(buffer[data]);
            }
            else
            {
                printLine(""ERROR: Array index is too big."");
            }
        }
    }
}",CWE-127
"void CWE127_Buffer_Underread__CWE839_fscanf_51b_badSink(int data)
{
    {
        int buffer[10] = { 0 };
        /* POTENTIAL FLAW: Attempt to access a negative index of the array
         * This check does not check to see if the array index is negative */
        if (data < 10)
        {
            printIntLine(buffer[data]);
        }
        else
        {
            printLine(""ERROR: Array index is too big."");
        }
    }
}",CWE-127
"void CWE127_Buffer_Underread__CWE839_fscanf_52b_badSink(int data)
{
    CWE127_Buffer_Underread__CWE839_fscanf_52c_badSink(data);
}",CWE-127
"void CWE127_Buffer_Underread__CWE839_fscanf_52c_badSink(int data)
{
    {
        int buffer[10] = { 0 };
        /* POTENTIAL FLAW: Attempt to access a negative index of the array
         * This check does not check to see if the array index is negative */
        if (data < 10)
        {
            printIntLine(buffer[data]);
        }
        else
        {
            printLine(""ERROR: Array index is too big."");
        }
    }
}",CWE-127
"void CWE127_Buffer_Underread__CWE839_fscanf_53b_badSink(int data)
{
    CWE127_Buffer_Underread__CWE839_fscanf_53c_badSink(data);
}",CWE-127
"void CWE127_Buffer_Underread__CWE839_fscanf_53c_badSink(int data)
{
    CWE127_Buffer_Underread__CWE839_fscanf_53d_badSink(data);
}",CWE-127
"void CWE127_Buffer_Underread__CWE839_fscanf_53d_badSink(int data)
{
    {
        int buffer[10] = { 0 };
        /* POTENTIAL FLAW: Attempt to access a negative index of the array
         * This check does not check to see if the array index is negative */
        if (data < 10)
        {
            printIntLine(buffer[data]);
        }
        else
        {
            printLine(""ERROR: Array index is too big."");
        }
    }
}",CWE-127
"void CWE127_Buffer_Underread__CWE839_fscanf_54b_badSink(int data)
{
    CWE127_Buffer_Underread__CWE839_fscanf_54c_badSink(data);
}",CWE-127
"void CWE127_Buffer_Underread__CWE839_fscanf_54c_badSink(int data)
{
    CWE127_Buffer_Underread__CWE839_fscanf_54d_badSink(data);
}",CWE-127
"void CWE127_Buffer_Underread__CWE839_fscanf_54d_badSink(int data)
{
    CWE127_Buffer_Underread__CWE839_fscanf_54e_badSink(data);
}",CWE-127
"void CWE127_Buffer_Underread__CWE839_fscanf_54e_badSink(int data)
{
    {
        int buffer[10] = { 0 };
        /* POTENTIAL FLAW: Attempt to access a negative index of the array
         * This check does not check to see if the array index is negative */
        if (data < 10)
        {
            printIntLine(buffer[data]);
        }
        else
        {
            printLine(""ERROR: Array index is too big."");
        }
    }
}",CWE-127
"void CWE127_Buffer_Underread__CWE839_fscanf_63b_badSink(int * dataPtr)
{
    int data = *dataPtr;
    {
        int buffer[10] = { 0 };
        /* POTENTIAL FLAW: Attempt to access a negative index of the array
         * This check does not check to see if the array index is negative */
        if (data < 10)
        {
            printIntLine(buffer[data]);
        }
        else
        {
            printLine(""ERROR: Array index is too big."");
        }
    }
}",CWE-127
"void CWE127_Buffer_Underread__CWE839_fscanf_64b_badSink(void * dataVoidPtr)
{
    /* cast void pointer to a pointer of the appropriate type */
    int * dataPtr = (int *)dataVoidPtr;
    /* dereference dataPtr into data */
    int data = (*dataPtr);
    {
        int buffer[10] = { 0 };
        /* POTENTIAL FLAW: Attempt to access a negative index of the array
         * This check does not check to see if the array index is negative */
        if (data < 10)
        {
            printIntLine(buffer[data]);
        }
        else
        {
            printLine(""ERROR: Array index is too big."");
        }
    }
}",CWE-127
"void CWE127_Buffer_Underread__CWE839_fscanf_65b_badSink(int data)
{
    {
        int buffer[10] = { 0 };
        /* POTENTIAL FLAW: Attempt to access a negative index of the array
         * This check does not check to see if the array index is negative */
        if (data < 10)
        {
            printIntLine(buffer[data]);
        }
        else
        {
            printLine(""ERROR: Array index is too big."");
        }
    }
}",CWE-127
"void CWE127_Buffer_Underread__CWE839_fscanf_66b_badSink(int dataArray[])
{
    /* copy data out of dataArray */
    int data = dataArray[2];
    {
        int buffer[10] = { 0 };
        /* POTENTIAL FLAW: Attempt to access a negative index of the array
         * This check does not check to see if the array index is negative */
        if (data < 10)
        {
            printIntLine(buffer[data]);
        }
        else
        {
            printLine(""ERROR: Array index is too big."");
        }
    }
}",CWE-127
"void CWE127_Buffer_Underread__CWE839_fscanf_67b_badSink(CWE127_Buffer_Underread__CWE839_fscanf_67_structType myStruct)
{
    int data = myStruct.structFirst;
    {
        int buffer[10] = { 0 };
        /* POTENTIAL FLAW: Attempt to access a negative index of the array
         * This check does not check to see if the array index is negative */
        if (data < 10)
        {
            printIntLine(buffer[data]);
        }
        else
        {
            printLine(""ERROR: Array index is too big."");
        }
    }
}",CWE-127
"void CWE127_Buffer_Underread__CWE839_fscanf_68b_badSink()
{
    int data = CWE127_Buffer_Underread__CWE839_fscanf_68_badData;
    {
        int buffer[10] = { 0 };
        /* POTENTIAL FLAW: Attempt to access a negative index of the array
         * This check does not check to see if the array index is negative */
        if (data < 10)
        {
            printIntLine(buffer[data]);
        }
        else
        {
            printLine(""ERROR: Array index is too big."");
        }
    }
}",CWE-127
"void CWE127_Buffer_Underread__CWE839_listen_socket_22_badSink(int data)
{
    if(CWE127_Buffer_Underread__CWE839_listen_socket_22_badGlobal)
    {
        {
            int buffer[10] = { 0 };
            /* POTENTIAL FLAW: Attempt to access a negative index of the array
             * This check does not check to see if the array index is negative */
            if (data < 10)
            {
                printIntLine(buffer[data]);
            }
            else
            {
                printLine(""ERROR: Array index is too big."");
            }
        }
    }
}",CWE-127
"void CWE127_Buffer_Underread__CWE839_listen_socket_51b_badSink(int data)
{
    {
        int buffer[10] = { 0 };
        /* POTENTIAL FLAW: Attempt to access a negative index of the array
         * This check does not check to see if the array index is negative */
        if (data < 10)
        {
            printIntLine(buffer[data]);
        }
        else
        {
            printLine(""ERROR: Array index is too big."");
        }
    }
}",CWE-127
"void CWE127_Buffer_Underread__CWE839_listen_socket_52b_badSink(int data)
{
    CWE127_Buffer_Underread__CWE839_listen_socket_52c_badSink(data);
}",CWE-127
"void CWE127_Buffer_Underread__CWE839_listen_socket_52c_badSink(int data)
{
    {
        int buffer[10] = { 0 };
        /* POTENTIAL FLAW: Attempt to access a negative index of the array
         * This check does not check to see if the array index is negative */
        if (data < 10)
        {
            printIntLine(buffer[data]);
        }
        else
        {
            printLine(""ERROR: Array index is too big."");
        }
    }
}",CWE-127
"void CWE127_Buffer_Underread__CWE839_listen_socket_53b_badSink(int data)
{
    CWE127_Buffer_Underread__CWE839_listen_socket_53c_badSink(data);
}",CWE-127
"void CWE127_Buffer_Underread__CWE839_listen_socket_53c_badSink(int data)
{
    CWE127_Buffer_Underread__CWE839_listen_socket_53d_badSink(data);
}",CWE-127
"void CWE127_Buffer_Underread__CWE839_listen_socket_53d_badSink(int data)
{
    {
        int buffer[10] = { 0 };
        /* POTENTIAL FLAW: Attempt to access a negative index of the array
         * This check does not check to see if the array index is negative */
        if (data < 10)
        {
            printIntLine(buffer[data]);
        }
        else
        {
            printLine(""ERROR: Array index is too big."");
        }
    }
}",CWE-127
"void CWE127_Buffer_Underread__CWE839_listen_socket_54b_badSink(int data)
{
    CWE127_Buffer_Underread__CWE839_listen_socket_54c_badSink(data);
}",CWE-127
"void CWE127_Buffer_Underread__CWE839_listen_socket_54c_badSink(int data)
{
    CWE127_Buffer_Underread__CWE839_listen_socket_54d_badSink(data);
}",CWE-127
"void CWE127_Buffer_Underread__CWE839_listen_socket_54d_badSink(int data)
{
    CWE127_Buffer_Underread__CWE839_listen_socket_54e_badSink(data);
}",CWE-127
"void CWE127_Buffer_Underread__CWE839_listen_socket_54e_badSink(int data)
{
    {
        int buffer[10] = { 0 };
        /* POTENTIAL FLAW: Attempt to access a negative index of the array
         * This check does not check to see if the array index is negative */
        if (data < 10)
        {
            printIntLine(buffer[data]);
        }
        else
        {
            printLine(""ERROR: Array index is too big."");
        }
    }
}",CWE-127
"void CWE127_Buffer_Underread__CWE839_listen_socket_63b_badSink(int * dataPtr)
{
    int data = *dataPtr;
    {
        int buffer[10] = { 0 };
        /* POTENTIAL FLAW: Attempt to access a negative index of the array
         * This check does not check to see if the array index is negative */
        if (data < 10)
        {
            printIntLine(buffer[data]);
        }
        else
        {
            printLine(""ERROR: Array index is too big."");
        }
    }
}",CWE-127
